CPT_Code,CPT_Label
0529T,"Interrogation device evaluation (in person) of intracardiac ischemia monitoring system with analysis, review, and report"
83664,Fetal lung maturity assessment; lamellar body density
1009678,Suture of 1 nerve
20553,"Injection(s); single or multiple trigger point(s), 3 or more muscles"
11044,"Debridement, bone (includes epidermis, dermis, subcutaneous tissue, muscle and/or fascia, if performed); first 20 sq cm or less"
50205,Renal biopsy; by surgical exposure of kidney
1014150,"Laparoscopy, surgical"
1010438,Radiologic examination
57155,Insertion of uterine tandem and/or vaginal ovoids for clinical brachytherapy
1009521,"Creation of shunt, lumbar, subarachnoid-peritoneal, -pleural, or other"
67850,Destruction of lesion of lid margin (up to 1 cm)
38242,Allogeneic lymphocyte infusions
T184,Sign or Symptom
1004795,"Open treatment of carpometacarpal dislocation, other than thumb"
1006079,Insertion of new or replacement of permanent pacemaker with transvenous electrode(s)
1003906,"Orbital repositioning, periorbital osteotomies, unilateral, with bone grafts"
92341,"Fitting of spectacles, except for aphakia; bifocal"
1010219,"Suture facial nerve, intratemporal, with or without graft or decompression"
1006141,Surgical Procedures on the Aortic Valve
4168F,"Patient receiving care in the intensive care unit (ICU) and receiving mechanical ventilation, 24 hours or less (CRIT)"
35221,"Repair blood vessel, direct; intra-abdominal"
3265F,Ribonucleic acid (RNA) testing for Hepatitis C viremia ordered or results documented (HEP C)
32200,"Pneumonostomy, with open drainage of abscess or cyst"
63012,"Laminectomy with removal of abnormal facets and/or pars inter-articularis with decompression of cauda equina and nerve roots for spondylolisthesis, lumbar (Gill type procedure)"
85525,Heparin neutralization
68525,Biopsy of lacrimal sac
17313,"Mohs micrographic technique, including removal of all gross tumor, surgical excision of tissue specimens, mapping, color coding of specimens, microscopic examination of specimens by the surgeon, and histopathologic preparation including routine stain(s) (eg, hematoxylin and eosin, toluidine blue), of the trunk, arms, or legs; first stage, up to 5 tissue blocks"
38765,"Inguinofemoral lymphadenectomy, superficial, in continuity with pelvic lymphadenectomy, including external iliac, hypogastric, and obturator nodes (separate procedure)"
1018545,"Osteotomy of spine, posterior or posterolateral approach, 3 columns, 1 vertebral segment (eg, pedicle/vertebral body subtraction)"
01260,"Anesthesia for all procedures involving veins of upper leg, including exploration"
67312,"Strabismus surgery, recession or resection procedure; 2 horizontal muscles"
37181,"Venous anastomosis, open; splenorenal, distal (selective decompression of esophagogastric varices, any technique)"
64795,Biopsy of nerve
1003386,Skin Replacement Surgery Definitions
47371,"Laparoscopy, surgical, ablation of 1 or more liver tumor(s); cryosurgical"
25130,Excision or curettage of bone cyst or benign tumor of carpal bones
52320,Cystourethroscopy (including ureteral catheterization); with removal of ureteral calculus
1019288,Structural Measures
54505,"Biopsy of testis, incisional (separate procedure)"
81216,"BRCA2 (BRCA2, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full sequence analysis"
1009527,"Introduction/Injection of Anesthetic Agent (Nerve Block), Diagnostic or Therapeutic Procedures on the Extracranial Nerves, Peripheral Nerves, and Autonomic Nervous System"
1035207,"Myocardial imaging by magnetocardiography (MCG) for detection of cardiac ischemia, by signal acquisition using minimum 36 channel grid, generation of magnetic-field time-series images, quantitative analysis of magnetic dipoles, machine learning-derived clinical scoring, and automated report generation, single study"
29887,"Arthroscopy, knee, surgical; drilling for intact osteochondritis dissecans lesion with internal fixation"
88166,"Cytopathology, slides, cervical or vaginal (the Bethesda System); with manual screening and computer-assisted rescreening under physician supervision"
87485,"Infectious agent detection by nucleic acid (DNA or RNA); Chlamydia pneumoniae, direct probe technique"
1021525,"Biopsy, breast, with placement of breast localization device(s) (eg, clip, metallic pellet), when performed, and imaging of the biopsy specimen, when performed, percutaneous"
T103,Chemical
64568,"Incision for implantation of cranial nerve (eg, vagus nerve) neurostimulator electrode array and pulse generator"
48551,"Backbench standard preparation of cadaver donor pancreas allograft prior to transplantation, including dissection of allograft from surrounding soft tissues, splenectomy, duodenotomy, ligation of bile duct, ligation of mesenteric vessels, and Y-graft arterial anastomoses from iliac artery to superior mesenteric artery and to splenic artery"
1022195,Instructions for Use of the CPT Codebook
90399,Unlisted immune globulin
1019131,Pediatric Critical Care Patient Transport Services
21932,"Excision, tumor, soft tissue of back or flank, subfascial (eg, intramuscular); less than 5 cm"
36500,Venous catheterization for selective organ blood sampling
49656,"Laparoscopy, surgical, repair, recurrent incisional hernia (includes mesh insertion, when performed); reducible"
37605,Ligation; internal or common carotid artery
53425,"Urethroplasty, 2-stage reconstruction or repair of prostatic or membranous urethra; second stage"
86804,"Hepatitis C antibody; confirmatory test (eg, immunoblot)"
95834,"Muscle testing, manual (separate procedure) with report; total evaluation of body, including hands"
85220,"Clotting; factor V (AcG or proaccelerin), labile factor"
45303,"Proctosigmoidoscopy, rigid; with dilation (eg, balloon, guide wire, bougie)"
1005387,"Repair, tendon, flexor, foot"
62303,"Myelography via lumbar injection, including radiological supervision and interpretation; thoracic"
1008586,Excision Procedures on the Epididymis
EE,Hematocrit level has not exceeded 39% (or hemoglobin level has not exceeded 13.0 g/dl) for 3 or more consecutive billing cycles immediately prior to and including the current cycle
63304,"Vertebral corpectomy (vertebral body resection), partial or complete, for excision of intraspinal lesion, single segment; intradural, cervical"
1004040,"Incision and drainage, open, of deep abscess (subfascial), posterior spine"
1022290,Administrative Codes for Multianalyte Assays with Algorithmic Analyses (MAAA)
21122,"Genioplasty; sliding osteotomies, 2 or more osteotomies (eg, wedge excision or bone wedge reversal for asymmetrical chin)"
CH,"0 percent impaired, limited or restricted"
43635,Vagotomy when performed with partial distal gastrectomy (List separately in addition to code[s] for primary procedure)
1020543,Stereotactic computer-assisted (navigational) procedure
12017,"Simple repair of superficial wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 20.1 cm to 30.0 cm"
50300,"Donor nephrectomy (including cold preservation); from cadaver donor, unilateral or bilateral"
49325,"Laparoscopy, surgical; with revision of previously placed intraperitoneal cannula or catheter, with removal of intraluminal obstructive material if performed"
SA,Nurse practitioner rendering service in collaboration with a physician
70552,"Magnetic resonance (eg, proton) imaging, brain (including brain stem); with contrast material(s)"
1009844,"Procedures on the Iris, Ciliary Body of the Eye"
27395,"Lengthening of hamstring tendon; multiple tendons, bilateral"
33883,"Placement of proximal extension prosthesis for endovascular repair of descending thoracic aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption); initial extension"
3493F,No history of nadir CD4+ cell count <350 cells/mm3 and no history of AIDS-defining condition (HIV)
61250,"Burr hole(s) or trephine, supratentorial, exploratory, not followed by other surgery"
30000,"Drainage abscess or hematoma, nasal, internal approach"
82376,Carboxyhemoglobin; qualitative
1020939,"Interrogation device evaluation (in person), carotid sinus baroreflex activation system, including telemetric iterative communication with the implantable device to monitor device diagnostics and programmed therapy values, with interpretation and report (eg, battery status, lead impedance, pulse amplitude, pulse width, therapy frequency, pathway mode, burst mode, therapy start/stop times each day)"
80356,Heroin metabolite
1009240,"Balloon dilatation of intracranial vasospasm, percutaneous"
1009912,Repair of retinal detachment
67332,"Strabismus surgery on patient with scarring of extraocular muscles (eg, prior ocular injury, strabismus or retinal detachment surgery) or restrictive myopathy (eg, dysthyroid ophthalmopathy) (List separately in addition to code for primary procedure)"
